"","user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
"1145",22869,2025-07-17,"Perks",4.99,1
"1146",13142,2025-07-15,"Boosts",1.99,3
"1147",35593,2025-07-13,"Gold",1.99,2
"1148",31196,2025-07-07,"Gold",1.99,1
"1149",16824,2025-07-05,"Perks",1.99,49
"1150",34756,2025-07-31,"Boosts",1.99,1
"1151",17971,2025-07-08,"Perks",1.99,2
"1152",23946,2025-07-02,"Perks",1.99,2
"1153",23299,2025-07-21,"Perks",1.99,8
"1154",33941,2025-07-02,"Boosts",1.99,1
"1155",9988,2025-07-30,"Remove Ads",1.99,4
"1156",27316,2025-07-06,"Boosts",1.99,1
"1157",32001,2025-07-08,"Perks",4.99,1
"1158",28856,2025-07-26,"Perks",1.99,4
"1159",28932,2025-07-10,"Boosts",1.99,2
"1160",28056,2025-07-25,"Perks",1.99,2
"1161",33544,2025-07-19,"Boosts",1.99,1
"1162",22499,2025-07-08,"Boosts",1.99,1
"1163",25983,2025-07-19,"Perks",1.99,6
"1164",25983,2025-07-19,"Perks",1.99,8
"1165",36414,2025-07-12,"Boosts",1.99,1
"1166",22684,2025-07-10,"Perks",1.99,4
"1167",16862,2025-07-06,"Perks",1.99,53
"1168",8511,2025-07-04,"Perks",1.99,1
"1169",9073,2025-07-02,"Perks",1.99,8
"1170",10561,2025-07-21,"Perks",1.99,79
"1171",26989,2025-07-16,"Boosts",1.99,1
"1172",9211,2025-07-20,"Boosts",1.99,3
"1173",31733,2025-07-09,"Boosts",1.99,1
"1174",15079,2025-07-15,"Perks",1.99,3
"1175",16153,2025-07-12,"Gold",1.99,1
"1176",30320,2025-07-23,"Perks",1.99,11
"1177",24896,2025-07-25,"Boosts",1.99,2
"1178",34277,2025-07-28,"Remove Ads",1.99,1
"1179",12534,2025-07-23,"Gold",9.99,7
"1180",26718,2025-07-01,"Perks",1.99,3
"1181",19695,2025-07-28,"Gold",1.99,2
"1182",30776,2025-07-04,"Perks",4.99,2
"1183",15254,2025-07-21,"Boosts",1.99,1
"1184",18144,2025-07-19,"Perks",4.99,1
"1185",11746,2025-07-31,"Gold",1.99,16
"1186",35139,2025-07-31,"Perks",4.99,21
"1187",16862,2025-07-06,"Perks",1.99,62
"1188",16862,2025-07-06,"Perks",1.99,74
"1189",16862,2025-07-07,"Perks",1.99,121
"1190",33857,2025-07-19,"Perks",4.99,13
"1191",31629,2025-07-23,"Boosts",1.99,1
"1192",17562,2025-07-18,"Gold",1.99,3
"1193",32181,2025-07-03,"Perks",1.99,1
"1194",26181,2025-07-17,"Perks",1.99,2
"1195",26181,2025-07-29,"Perks",1.99,6
"1196",33735,2025-07-05,"Perks",1.99,4
"1197",18367,2025-07-11,"Perks",1.99,3
"1198",10561,2025-07-19,"Perks",1.99,17
"1199",10561,2025-07-21,"Perks",1.99,48
"1200",33907,2025-07-03,"Perks",1.99,2
"1201",27953,2025-07-07,"Boosts",1.99,1
"1202",17092,2025-07-03,"Perks",1.99,2
"1203",35399,2025-07-01,"Perks",4.99,1
"1204",14868,2025-07-09,"Boosts",1.99,1
"1205",26537,2025-07-25,"Perks",1.99,2
"1206",9511,2025-07-21,"Perks",1.99,1
"1207",15609,2025-07-02,"Perks",1.99,10
"1208",22689,2025-07-21,"Perks",4.99,2
"1209",18568,2025-07-11,"Perks",1.99,7
"1210",22818,2025-07-04,"Boosts",1.99,1
"1211",16824,2025-07-05,"Perks",1.99,26
"1212",16824,2025-07-05,"Perks",1.99,41
"1213",17437,2025-07-09,"Perks",1.99,1
"1214",18272,2025-07-10,"Perks",1.99,3
"1215",21323,2025-07-01,"Boosts",1.99,1
"1216",23795,2025-07-29,"Perks",1.99,2
"1217",31187,2025-07-21,"Boosts",1.99,5
"1218",9352,2025-07-04,"Perks",1.99,3
"1219",20143,2025-07-24,"Perks",4.99,1
"1220",17042,2025-07-07,"Perks",1.99,8
"1221",26718,2025-07-01,"Perks",1.99,16
"1222",9661,2025-07-30,"Perks",1.99,31
"1223",17643,2025-07-24,"Perks",1.99,8
"1224",13553,2025-07-08,"Perks",1.99,17
"1225",25874,2025-07-10,"Perks",4.99,8
"1226",25874,2025-07-10,"Perks",1.99,9
"1227",30776,2025-07-28,"Perks",1.99,7
"1228",9541,2025-07-03,"Perks",1.99,1
"1229",16862,2025-07-06,"Perks",1.99,56
"1230",21432,2025-07-27,"Perks",1.99,1
"1231",29664,2025-07-27,"Perks",1.99,1
"1232",35139,2025-07-24,"Gold",9.99,3
"1233",9244,2025-07-28,"Perks",4.99,22
"1234",9244,2025-07-30,"Perks",4.99,25
"1235",28719,2025-07-28,"Perks",1.99,4
"1236",19393,2025-07-09,"Perks",1.99,1
"1237",29000,2025-07-30,"Perks",1.99,5
"1238",9073,2025-07-02,"Perks",1.99,4
"1239",8411,2025-07-10,"Perks",4.99,1
"1240",29006,2025-07-18,"Boosts",1.99,2
"1241",15995,2025-07-04,"Perks",1.99,1
"1242",15609,2025-07-02,"Perks",1.99,8
"1243",18208,2025-07-29,"Perks",4.99,1
"1244",16824,2025-07-05,"Perks",1.99,33
"1245",11766,2025-07-01,"Perks",4.99,1
"1246",18272,2025-07-12,"Perks",1.99,8
"1247",32198,2025-07-20,"Perks",1.99,8
"1248",16850,2025-07-08,"Boosts",1.99,2
"1249",21187,2025-07-02,"Perks",4.99,1
"1250",9388,2025-07-22,"Perks",1.99,2
"1251",13835,2025-07-24,"Boosts",1.99,3
"1252",28856,2025-07-20,"Boosts",1.99,2
"1253",25583,2025-07-26,"Perks",9.99,4
"1254",12039,2025-07-02,"Perks",4.99,4
"1255",12039,2025-07-26,"Perks",1.99,8
"1256",30676,2025-07-23,"Perks",1.99,11
"1257",16862,2025-07-06,"Perks",1.99,78
"1258",16862,2025-07-06,"Perks",1.99,93
"1259",22918,2025-07-12,"Boosts",1.99,1
"1260",25983,2025-07-13,"Perks",4.99,1
"1261",22398,2025-07-21,"Perks",1.99,7
"1262",31923,2025-07-01,"Perks",1.99,10
"1263",30538,2025-07-02,"Perks",1.99,3
"1264",25151,2025-07-07,"Gold",4.99,3
"1265",10561,2025-07-21,"Perks",1.99,72
"1266",17092,2025-07-06,"Perks",1.99,3
"1267",18814,2025-07-21,"Perks",1.99,7
"1268",31518,2025-07-18,"Gold",1.99,1
"1269",26442,2025-07-01,"Boosts",1.99,1
"1270",35109,2025-07-10,"Perks",4.99,1
"1271",11666,2025-07-07,"Perks",1.99,1
"1272",9685,2025-07-01,"Boosts",4.99,1
"1273",27808,2025-07-04,"Boosts",1.99,1
"1274",11414,2025-07-03,"Remove Ads",1.99,1
"1275",35250,2025-07-02,"Perks",1.99,3
"1276",17971,2025-07-10,"Perks",1.99,5
"1277",17971,2025-07-11,"Perks",1.99,13
"1278",17971,2025-07-11,"Perks",1.99,15
"1279",28777,2025-07-02,"Perks",1.99,3
"1280",34191,2025-07-30,"Gold",1.99,5
"1281",13225,2025-07-02,"Perks",1.99,5
"1282",25583,2025-07-11,"Perks",9.99,1
"1283",29478,2025-07-03,"Perks",1.99,2
"1284",11245,2025-07-13,"Boosts",1.99,12
"1285",11245,2025-07-15,"Boosts",1.99,14
"1286",25520,2025-07-08,"Perks",4.99,1
"1287",31583,2025-07-11,"Boosts",1.99,5
"1288",36496,2025-07-18,"Gold",1.99,2
"1289",35822,2025-07-10,"Perks",1.99,4
"1290",12200,2025-07-23,"Perks",4.99,1
"1291",16862,2025-07-02,"Perks",1.99,23
"1292",16862,2025-07-06,"Perks",1.99,82
"1293",16862,2025-07-06,"Perks",1.99,101
"1294",30538,2025-07-02,"Perks",1.99,9
"1295",22152,2025-07-25,"Perks",1.99,1
"1296",10561,2025-07-21,"Perks",1.99,81
"1297",10561,2025-07-21,"Perks",1.99,82
"1298",34789,2025-07-02,"Perks",9.99,1
"1299",20812,2025-07-17,"Perks",1.99,6
"1300",32240,2025-07-01,"Gold",4.99,2
"1301",15609,2025-07-02,"Perks",1.99,2
"1302",21323,2025-07-02,"Perks",1.99,11
"1303",31187,2025-07-25,"Boosts",1.99,8
"1304",26254,2025-07-25,"Perks",1.99,8
"1305",29347,2025-07-03,"Perks",1.99,2
"1306",17042,2025-07-07,"Perks",1.99,18
"1307",23946,2025-07-30,"Perks",1.99,6
"1308",30476,2025-07-06,"Boosts",1.99,1
"1309",15074,2025-07-20,"Gold",1.99,1
"1310",31045,2025-07-01,"Perks",1.99,1
"1311",12053,2025-07-28,"Perks",1.99,2
"1312",31121,2025-07-20,"Perks",4.99,3
"1313",27354,2025-07-01,"Perks",1.99,1
"1314",11245,2025-07-13,"Perks",1.99,13
"1315",11836,2025-07-10,"Boosts",1.99,1
"1316",35139,2025-07-31,"Perks",4.99,12
"1317",8708,2025-07-29,"Perks",1.99,7
"1318",16862,2025-07-07,"Perks",1.99,134
"1319",31923,2025-07-01,"Perks",1.99,9
"1320",35155,2025-07-22,"Gold",4.99,2
"1321",25072,2025-07-16,"Perks",1.99,1
"1322",9244,2025-07-22,"Perks",4.99,10
"1323",10561,2025-07-19,"Perks",1.99,38
"1324",10561,2025-07-21,"Perks",1.99,55
"1325",23582,2025-07-02,"Perks",1.99,1
"1326",8671,2025-07-11,"Perks",4.99,1
"1327",30010,2025-07-17,"Remove Ads",1.99,1
"1328",12909,2025-07-15,"Perks",1.99,1
"1329",35593,2025-07-13,"Perks",4.99,5
"1330",34382,2025-07-10,"Boosts",1.99,1
"1331",11635,2025-07-02,"Boosts",4.99,1
"1332",30316,2025-07-04,"Perks",4.99,1
"1333",24896,2025-07-30,"Boosts",1.99,5
"1334",26718,2025-07-01,"Perks",1.99,19
"1335",15525,2025-07-07,"Perks",1.99,1
"1336",9661,2025-07-01,"Perks",4.99,1
"1337",9661,2025-07-07,"Perks",1.99,6
"1338",26945,2025-07-06,"Boosts",1.99,1
"1339",17458,2025-07-12,"Boosts",1.99,5
"1340",32571,2025-07-11,"Perks",1.99,28
"1341",35388,2025-07-31,"Perks",4.99,7
"1342",12626,2025-07-27,"Boosts",1.99,1
"1343",35516,2025-07-07,"Perks",4.99,1
"1344",35657,2025-07-02,"Perks",1.99,1
"1345",34237,2025-07-01,"Perks",4.99,1
"1346",20133,2025-07-30,"Perks",4.99,1
"1347",11736,2025-07-09,"Boosts",1.99,1
"1348",25068,2025-07-25,"Perks",1.99,4
"1349",13504,2025-07-10,"Boosts",1.99,7
"1350",13069,2025-07-11,"Boosts",1.99,1
"1351",9073,2025-07-02,"Perks",1.99,3
"1352",32618,2025-07-24,"Boosts",1.99,1
"1353",33058,2025-07-27,"Gold",1.99,8
"1354",23294,2025-07-02,"Perks",4.99,1
"1355",35593,2025-07-13,"Gold",1.99,3
"1356",19840,2025-07-06,"Boosts",1.99,1
"1357",13670,2025-07-05,"Gold",9.99,1
"1358",16824,2025-07-05,"Perks",1.99,16
"1359",19547,2025-07-08,"Boosts",1.99,1
"1360",22511,2025-07-01,"Boosts",1.99,2
"1361",26718,2025-07-01,"Perks",1.99,39
"1362",9661,2025-07-11,"Perks",4.99,11
"1363",28932,2025-07-10,"Boosts",1.99,1
"1364",35388,2025-07-31,"Perks",1.99,4
"1365",13835,2025-07-25,"Boosts",1.99,5
"1366",16735,2025-07-03,"Perks",1.99,1
"1367",33857,2025-07-25,"Perks",1.99,15
"1368",35822,2025-07-07,"Boosts",1.99,2
"1369",32406,2025-07-01,"Perks",1.99,3
"1370",32006,2025-07-02,"Perks",4.99,2
"1371",12170,2025-07-26,"Boosts",1.99,1
"1372",22398,2025-07-21,"Perks",1.99,14
"1373",25134,2025-07-02,"Boosts",1.99,1
"1374",18829,2025-07-22,"Perks",4.99,2
"1375",23485,2025-07-03,"Perks",1.99,2
"1376",12436,2025-07-27,"Perks",1.99,13
"1377",14814,2025-07-16,"Boosts",4.99,1
"1378",16000,2025-07-25,"Boosts",1.99,1
"1379",19570,2025-07-31,"Perks",1.99,1
"1380",15947,2025-07-05,"Perks",1.99,2
"1381",30236,2025-07-04,"Perks",1.99,4
"1382",15609,2025-07-02,"Perks",1.99,5
"1383",16824,2025-07-03,"Perks",1.99,3
"1384",18272,2025-07-09,"Perks",4.99,1
"1385",22073,2025-07-10,"Boosts",1.99,1
"1386",28126,2025-07-03,"Perks",1.99,1
"1387",32198,2025-07-20,"Perks",1.99,5
"1388",26718,2025-07-03,"Boosts",1.99,42
"1389",27564,2025-07-27,"Perks",1.99,2
"1390",32571,2025-07-03,"Perks",1.99,9
"1391",22388,2025-07-06,"Boosts",1.99,1
"1392",36238,2025-07-17,"Gold",1.99,4
"1393",13225,2025-07-02,"Perks",1.99,6
"1394",32001,2025-07-17,"Gold",9.99,2
"1395",23328,2025-07-13,"Boosts",1.99,2
"1396",32976,2025-07-06,"Perks",1.99,3
"1397",32976,2025-07-26,"Perks",1.99,15
"1398",20157,2025-07-11,"Perks",4.99,1
"1399",19775,2025-07-03,"Perks",1.99,1
"1400",35822,2025-07-13,"Perks",1.99,7
"1401",30538,2025-07-02,"Perks",1.99,8
"1402",10561,2025-07-19,"Perks",1.99,7
"1403",10561,2025-07-21,"Perks",1.99,49
"1404",8561,2025-07-31,"Perks",1.99,3
"1405",20812,2025-07-06,"Perks",1.99,4
"1406",27652,2025-07-12,"Perks",4.99,1
"1407",12717,2025-07-01,"Boosts",4.99,1
"1408",33058,2025-07-12,"Gold",1.99,1
"1409",15947,2025-07-23,"Perks",1.99,10
"1410",22325,2025-07-05,"Perks",1.99,3
"1411",35250,2025-07-02,"Perks",1.99,2
"1412",18272,2025-07-10,"Perks",1.99,7
"1413",29276,2025-07-27,"Perks",1.99,3
"1414",32486,2025-07-10,"Perks",1.99,3
"1415",32198,2025-07-20,"Perks",1.99,3
"1416",33400,2025-07-23,"Perks",1.99,2
"1417",31964,2025-07-23,"Boosts",1.99,3
"1418",31964,2025-07-23,"Boosts",1.99,4
"1419",35505,2025-07-07,"Perks",1.99,2
"1420",13553,2025-07-12,"Perks",4.99,25
"1421",28211,2025-07-02,"Boosts",1.99,1
"1422",17994,2025-07-04,"Remove Ads",1.99,1
"1423",18265,2025-07-05,"Boosts",1.99,1
"1424",26121,2025-07-16,"Perks",9.99,5
"1425",22639,2025-07-07,"Boosts",1.99,4
"1426",16939,2025-07-13,"Perks",9.99,9
"1427",17094,2025-07-27,"Perks",1.99,6
"1428",16862,2025-07-06,"Perks",1.99,68
"1429",17672,2025-07-29,"Perks",1.99,6
"1430",17672,2025-07-30,"Perks",4.99,10
"1431",9244,2025-07-31,"Perks",4.99,28
"1432",13925,2025-07-28,"Perks",1.99,5
"1433",13504,2025-07-27,"Perks",1.99,13
"1434",10561,2025-07-19,"Perks",1.99,40
"1435",19897,2025-07-30,"Boosts",1.99,2
"1436",13870,2025-07-15,"Boosts",1.99,1
"1437",33538,2025-07-02,"Perks",4.99,2
"1438",29385,2025-07-21,"Boosts",1.99,5
"1439",24392,2025-07-08,"Perks",1.99,2
"1440",16824,2025-07-05,"Perks",1.99,7
"1441",16824,2025-07-05,"Perks",1.99,24
"1442",12680,2025-07-03,"Boosts",1.99,1
"1443",36192,2025-07-04,"Perks",1.99,1
"1444",15067,2025-07-03,"Perks",4.99,1
"1445",17971,2025-07-22,"Perks",1.99,19
"1446",25874,2025-07-03,"Perks",1.99,2
"1447",19995,2025-07-10,"Perks",4.99,6
"1448",28095,2025-07-10,"Boosts",1.99,1
"1449",11245,2025-07-13,"Perks",1.99,11
"1450",28360,2025-07-01,"Perks",4.99,1
"1451",28340,2025-07-14,"Gold",1.99,1
"1452",16862,2025-07-05,"Boosts",1.99,33
"1453",16862,2025-07-06,"Perks",1.99,52
"1454",33857,2025-07-13,"Gold",1.99,10
"1455",30337,2025-07-20,"Gold",19.99,4
"1456",34834,2025-07-05,"Perks",4.99,1
"1457",23314,2025-07-07,"Boosts",1.99,1
"1458",10561,2025-07-19,"Perks",1.99,6
"1459",23485,2025-07-08,"Perks",1.99,9
"1460",30483,2025-07-22,"Remove Ads",1.99,1
"1461",25137,2025-07-06,"Perks",1.99,1
"1462",14499,2025-07-30,"Gold",1.99,1
"1463",29385,2025-07-14,"Gold",1.99,4
"1464",22325,2025-07-31,"Perks",1.99,5
"1465",8854,2025-07-27,"Perks",1.99,3
"1466",18568,2025-07-11,"Perks",1.99,13
"1467",16824,2025-07-05,"Perks",1.99,45
"1468",25053,2025-07-17,"Perks",4.99,2
"1469",24896,2025-07-27,"Boosts",1.99,4
"1470",34190,2025-07-22,"Perks",1.99,1
"1471",26718,2025-07-01,"Perks",1.99,27
"1472",26718,2025-07-01,"Perks",1.99,35
"1473",23133,2025-07-01,"Perks",4.99,1
"1474",18762,2025-07-18,"Perks",9.99,1
"1475",8912,2025-07-01,"Perks",9.99,1
"1476",29903,2025-07-28,"Perks",1.99,1
"1477",8511,2025-07-04,"Perks",1.99,2
"1478",25151,2025-07-17,"Gold",4.99,6
"1479",35529,2025-07-10,"Gold",1.99,2
"1480",12718,2025-07-24,"Perks",1.99,15
"1481",18814,2025-07-04,"Perks",1.99,1
"1482",30236,2025-07-04,"Perks",1.99,10
"1483",17643,2025-07-18,"Perks",9.99,5
"1484",19995,2025-07-06,"Perks",1.99,4
"1485",12053,2025-07-28,"Perks",1.99,6
"1486",8685,2025-07-11,"Perks",1.99,3
"1487",36475,2025-07-29,"Perks",4.99,16
"1488",17702,2025-07-11,"Boosts",1.99,2
"1489",16541,2025-07-01,"Perks",1.99,1
"1490",16862,2025-07-02,"Perks",1.99,13
"1491",16862,2025-07-06,"Perks",1.99,97
"1492",32797,2025-07-15,"Boosts",1.99,1
"1493",17672,2025-07-29,"Perks",1.99,5
"1494",10561,2025-07-19,"Perks",1.99,14
"1495",10561,2025-07-19,"Perks",1.99,27
"1496",10561,2025-07-19,"Perks",1.99,34
"1497",10561,2025-07-21,"Perks",1.99,89
"1498",30538,2025-07-02,"Perks",1.99,6
"1499",26126,2025-07-03,"Boosts",1.99,1
"1500",12980,2025-07-23,"Perks",1.99,1
"1501",13142,2025-07-01,"Perks",1.99,1
"1502",13142,2025-07-17,"Boosts",1.99,4
"1503",34565,2025-07-08,"Boosts",1.99,1
"1504",18568,2025-07-11,"Perks",1.99,11
"1505",10333,2025-07-05,"Perks",1.99,2
"1506",21323,2025-07-02,"Perks",1.99,4
"1507",31187,2025-07-30,"Perks",1.99,23
"1508",20780,2025-07-29,"Perks",4.99,1
"1509",18146,2025-07-03,"Boosts",1.99,1
"1510",17272,2025-07-28,"Remove Ads",1.99,2
"1511",17042,2025-07-07,"Perks",1.99,5
"1512",26718,2025-07-01,"Perks",1.99,4
"1513",9661,2025-07-21,"Perks",4.99,25
"1514",35272,2025-07-23,"Boosts",1.99,2
"1515",13553,2025-07-12,"Perks",4.99,26
"1516",25874,2025-07-26,"Perks",1.99,12
"1517",9388,2025-07-21,"Perks",1.99,1
"1518",13856,2025-07-03,"Gold",1.99,1
"1519",14559,2025-07-09,"Perks",1.99,1
"1520",32976,2025-07-26,"Perks",1.99,13
"1521",16939,2025-07-09,"Perks",4.99,5
"1522",26121,2025-07-01,"Perks",4.99,1
"1523",17672,2025-07-29,"Perks",1.99,4
"1524",20573,2025-07-05,"Gold",1.99,3
"1525",32006,2025-07-01,"Boosts",1.99,1
"1526",13681,2025-07-15,"Perks",1.99,2
"1527",9244,2025-07-27,"Perks",1.99,17
"1528",10561,2025-07-21,"Perks",1.99,54
"1529",18814,2025-07-21,"Perks",1.99,9
"1530",15109,2025-07-06,"Boosts",1.99,2
"1531",30236,2025-07-04,"Perks",1.99,1
"1532",30236,2025-07-04,"Perks",1.99,5
"1533",20755,2025-07-25,"Perks",4.99,7
"1534",17432,2025-07-23,"Perks",1.99,12
"1535",20098,2025-07-04,"Perks",4.99,1
"1536",20294,2025-07-27,"Gold",1.99,2
"1537",16824,2025-07-05,"Perks",1.99,13
"1538",29134,2025-07-04,"Perks",1.99,2
"1539",9352,2025-07-04,"Perks",1.99,2
"1540",34481,2025-07-04,"Perks",4.99,1
"1541",36299,2025-07-05,"Remove Ads",1.99,1
"1542",17069,2025-07-17,"Perks",4.99,1
"1543",26718,2025-07-01,"Perks",1.99,18
"1544",13553,2025-07-04,"Perks",9.99,12
"1545",32571,2025-07-03,"Perks",1.99,10
"1546",27395,2025-07-01,"Perks",4.99,1
"1547",27395,2025-07-18,"Perks",4.99,6
"1548",11746,2025-07-10,"Gold",1.99,7
"1549",24326,2025-07-16,"Perks",1.99,1
"1550",25583,2025-07-23,"Perks",9.99,3
"1551",17702,2025-07-30,"Boosts",1.99,6
"1552",16862,2025-07-06,"Perks",1.99,40
"1553",16862,2025-07-06,"Perks",1.99,47
"1554",16862,2025-07-07,"Perks",1.99,122
"1555",14979,2025-07-07,"Boosts",1.99,1
"1556",33857,2025-07-25,"Perks",4.99,16
"1557",16939,2025-07-26,"Perks",19.99,18
"1558",34237,2025-07-03,"Perks",1.99,3
"1559",36054,2025-07-19,"Gold",1.99,1
"1560",14206,2025-07-02,"Perks",4.99,1
"1561",35965,2025-07-01,"Perks",1.99,1
"1562",9244,2025-07-30,"Perks",4.99,27
"1563",10561,2025-07-21,"Perks",1.99,60
"1564",20791,2025-07-05,"Perks",1.99,3
"1565",27364,2025-07-24,"Remove Ads",1.99,1
"1566",33058,2025-07-31,"Gold",1.99,10
"1567",10508,2025-07-09,"Gold",1.99,1
"1568",15275,2025-07-06,"Perks",4.99,1
"1569",16488,2025-07-13,"Perks",1.99,3
"1570",18060,2025-07-26,"Perks",1.99,3
"1571",35250,2025-07-02,"Perks",1.99,5
"1572",18568,2025-07-11,"Perks",1.99,16
"1573",26254,2025-07-25,"Perks",1.99,9
"1574",28132,2025-07-04,"Remove Ads",1.99,1
"1575",17971,2025-07-10,"Perks",1.99,8
"1576",17971,2025-07-11,"Perks",1.99,12
"1577",17060,2025-07-07,"Perks",4.99,1
"1578",26718,2025-07-01,"Perks",1.99,20
"1579",30400,2025-07-10,"Gold",9.99,2
"1580",34191,2025-07-17,"Boosts",1.99,1
"1581",17768,2025-07-28,"Perks",1.99,7
"1582",16862,2025-07-06,"Perks",1.99,65
"1583",15774,2025-07-06,"Perks",1.99,1
"1584",30337,2025-07-01,"Perks",9.99,1
"1585",23625,2025-07-04,"Perks",4.99,1
"1586",9214,2025-07-04,"Perks",4.99,1
"1587",20573,2025-07-04,"Perks",1.99,1
"1588",12388,2025-07-01,"Perks",1.99,5
"1589",10999,2025-07-03,"Boosts",1.99,1
"1590",31932,2025-07-06,"Perks",1.99,2
"1591",25072,2025-07-16,"Perks",1.99,2
"1592",11736,2025-07-09,"Boosts",1.99,3
"1593",13504,2025-07-02,"Boosts",1.99,1
"1594",10561,2025-07-19,"Perks",1.99,8
"1595",30777,2025-07-25,"Gold",1.99,1
"1596",32696,2025-07-04,"Perks",1.99,3
"1597",20618,2025-07-11,"Perks",4.99,7
"1598",28758,2025-07-08,"Boosts",1.99,2
"1599",27338,2025-07-20,"Perks",1.99,1
"1600",11811,2025-07-23,"Perks",4.99,1
"1601",29473,2025-07-29,"Perks",4.99,1
"1602",16153,2025-07-12,"Gold",4.99,2
"1603",15609,2025-07-02,"Perks",1.99,7
"1604",18024,2025-07-07,"Gold",1.99,1
"1605",34506,2025-07-02,"Perks",4.99,1
"1606",15640,2025-07-02,"Perks",9.99,1
"1607",33866,2025-07-01,"Perks",1.99,1
"1608",26510,2025-07-04,"Perks",1.99,4
"1609",17643,2025-07-15,"Perks",4.99,3
"1610",18000,2025-07-09,"Gold",1.99,1
"1611",20769,2025-07-31,"Boosts",1.99,1
"1612",36063,2025-07-18,"Boosts",1.99,1
"1613",18270,2025-07-12,"Perks",4.99,1
"1614",11245,2025-07-15,"Perks",1.99,25
"1615",19474,2025-07-25,"Gold",1.99,4
"1616",32571,2025-07-03,"Perks",1.99,13
"1617",29664,2025-07-27,"Perks",1.99,2
"1618",32223,2025-07-31,"Perks",4.99,1
"1619",17423,2025-07-17,"Gold",1.99,2
"1620",35139,2025-07-31,"Perks",4.99,17
"1621",16862,2025-07-06,"Perks",1.99,51
"1622",16862,2025-07-06,"Perks",1.99,81
"1623",35822,2025-07-25,"Perks",1.99,14
"1624",31932,2025-07-01,"Perks",1.99,1
"1625",16814,2025-07-09,"Gold",1.99,1
"1626",32246,2025-07-13,"Boosts",1.99,1
"1627",9244,2025-07-28,"Perks",1.99,21
"1628",11379,2025-07-01,"Perks",1.99,1
"1629",13504,2025-07-12,"Boosts",1.99,9
"1630",20812,2025-07-05,"Perks",1.99,2
"1631",20607,2025-07-10,"Boosts",4.99,1
"1632",26537,2025-07-03,"Perks",1.99,1
"1633",30320,2025-07-16,"Perks",1.99,8
"1634",13251,2025-07-14,"Perks",4.99,1
"1635",18974,2025-07-02,"Perks",4.99,2
"1636",24674,2025-07-15,"Boosts",1.99,1
"1637",32486,2025-07-01,"Perks",1.99,1
"1638",32198,2025-07-13,"Perks",1.99,1
"1639",9661,2025-07-04,"Perks",1.99,4
"1640",26510,2025-07-04,"Perks",1.99,6
"1641",22276,2025-07-16,"Perks",4.99,2
"1642",23919,2025-07-25,"Perks",1.99,3
"1643",19995,2025-07-02,"Perks",1.99,1
"1644",28901,2025-07-08,"Perks",1.99,5
"1645",33857,2025-07-13,"Gold",1.99,12
"1646",22301,2025-07-01,"Perks",1.99,1
"1647",17562,2025-07-18,"Gold",1.99,2
"1648",12077,2025-07-05,"Perks",1.99,2
"1649",22756,2025-07-03,"Perks",1.99,2
"1650",9244,2025-07-07,"Gold",1.99,1
"1651",17702,2025-07-29,"Boosts",1.99,5
"1652",16862,2025-07-06,"Perks",1.99,35
"1653",16862,2025-07-06,"Perks",1.99,79
"1654",15947,2025-07-05,"Perks",4.99,3
"1655",15947,2025-07-23,"Perks",4.99,11
"1656",10444,2025-07-20,"Boosts",1.99,3
"1657",29385,2025-07-14,"Gold",1.99,3
"1658",20755,2025-07-24,"Gold",1.99,3
"1659",20755,2025-07-24,"Gold",1.99,4
"1660",31187,2025-07-21,"Boosts",1.99,4
"1661",16824,2025-07-05,"Perks",1.99,18
"1662",26739,2025-07-07,"Boosts",1.99,3
"1663",26739,2025-07-07,"Boosts",1.99,4
"1664",9977,2025-07-03,"Gold",1.99,1
"1665",28929,2025-07-29,"Gold",1.99,3
"1666",34578,2025-07-06,"Boosts",1.99,1
"1667",29967,2025-07-18,"Perks",1.99,1
"1668",18420,2025-07-01,"Perks",4.99,1
"1669",36475,2025-07-24,"Perks",1.99,6
"1670",36475,2025-07-24,"Perks",1.99,8
"1671",35822,2025-07-15,"Perks",1.99,8
"1672",32571,2025-07-07,"Perks",1.99,26
"1673",35835,2025-07-06,"Boosts",1.99,1
"1674",11746,2025-07-13,"Perks",1.99,13
"1675",12039,2025-07-01,"Perks",4.99,1
"1676",26121,2025-07-12,"Perks",4.99,4
"1677",17423,2025-07-08,"Boosts",1.99,1
"1678",27279,2025-07-02,"Perks",1.99,1
"1679",31508,2025-07-06,"Boosts",1.99,1
"1680",11232,2025-07-18,"Perks",4.99,1
"1681",16862,2025-07-06,"Perks",1.99,41
"1682",16862,2025-07-06,"Perks",1.99,69
"1683",16862,2025-07-07,"Perks",1.99,126
"1684",16862,2025-07-07,"Perks",1.99,128
"1685",14866,2025-07-04,"Perks",4.99,2
"1686",10561,2025-07-21,"Perks",1.99,83
"1687",15947,2025-07-25,"Perks",1.99,13
"1688",30236,2025-07-04,"Perks",1.99,6
"1689",10914,2025-07-01,"Perks",4.99,1
"1690",35379,2025-07-12,"Boosts",1.99,1
"1691",17432,2025-07-15,"Perks",1.99,6
"1692",16824,2025-07-05,"Perks",1.99,40
"1693",16824,2025-07-05,"Perks",1.99,46
"1694",31187,2025-07-26,"Perks",1.99,9
"1695",31187,2025-07-29,"Perks",1.99,19
"1696",24404,2025-07-01,"Perks",1.99,1
"1697",12534,2025-07-22,"Perks",4.99,2
